Timestamp,Red,Green,Blue
0.00000,186.35604,129.76235,120.82074
0.03337,185.62148,129.12435,120.36256
0.06673,186.19162,129.30799,120.87679
0.10010,185.78897,129.41824,120.35186
0.13347,186.29491,129.50831,120.91075
0.16683,186.38862,129.49584,120.89880
0.20020,186.38097,129.63268,120.86556
0.23357,186.49769,129.55336,121.06028
0.26693,186.58048,129.53032,120.99712
0.30030,186.44211,129.69131,120.88938
0.33367,186.24649,129.49969,120.81114
0.36703,186.61349,129.74679,121.05571
0.40040,186.52853,129.90974,120.88247
0.43377,186.73319,129.90851,121.18161
0.46713,186.61811,129.89686,121.03016
0.50050,186.79588,130.13797,121.17845
0.53387,186.87897,130.08024,121.27644
0.56723,186.94894,130.25346,121.36615
0.60060,186.38037,130.05330,120.82604
0.63397,186.82441,130.05745,121.32598
0.66733,186.41547,129.86194,120.98716
0.70070,186.25541,129.72732,120.87674
0.73407,186.46936,129.80700,121.08133
0.76743,186.30583,129.71459,120.91248
0.80080,186.34687,129.80932,120.99894
0.83417,186.15366,129.62127,120.85288
0.86753,186.60966,130.01290,121.32222
0.90090,186.55036,130.14859,121.27740
0.93427,186.57224,130.12747,121.42347
0.96763,186.45548,130.12249,121.08294
1.00100,186.05484,129.43408,121.09389
1.03437,185.79224,128.73190,120.98593
1.06773,184.52371,128.40542,119.96478
1.10110,183.88252,127.71232,119.67048
1.13447,183.64682,127.57194,119.57776
1.16783,183.08663,127.41968,119.00621
1.20120,184.07241,127.96464,119.83981
1.23457,184.66636,128.29849,120.28684
1.26793,183.73981,127.81284,119.27136
1.30130,183.80936,127.64913,119.46518
1.33467,184.05409,127.90922,119.61872
1.36803,183.98894,127.80849,119.55682
1.40140,183.59049,127.35041,119.19549
1.43477,182.88442,126.60525,118.64034
1.46813,181.80717,125.87405,117.74229
1.50150,180.97560,125.00727,117.32806
1.53487,180.43112,124.51405,116.83087
1.56823,179.47199,123.78885,116.14714
1.60160,178.96499,123.33956,115.85046
1.63497,179.28052,123.51439,116.16757
1.66833,179.43537,123.60625,116.19530
1.70170,179.32104,123.51545,116.39111
1.73507,179.23405,123.47534,116.32745
1.76843,178.86119,123.28359,115.98120
1.80180,179.26456,123.51858,116.39388
1.83517,180.14107,124.17193,116.98598
1.86853,180.48517,124.45673,117.13023
1.90190,180.70475,124.65890,117.18668
1.93527,181.16961,125.03162,117.56828
1.96863,181.32375,124.82131,117.84654
2.00200,181.55737,124.68394,118.12679
2.03537,180.85196,124.66960,117.42696
2.06873,181.04074,124.54905,117.65886
2.10210,180.85668,124.38148,117.52258
2.13547,180.22252,124.18059,117.05312
2.16883,179.84928,123.90699,116.85901
2.20220,180.35114,124.28516,117.37076
2.23557,180.70271,124.49315,117.53691
2.26893,180.35861,124.35831,117.31339
2.30230,180.63903,124.56000,117.53634
2.33567,180.54285,124.65074,117.33343
2.36903,180.81199,124.87759,117.71076
2.40240,181.06868,125.10133,117.86412
2.43577,180.97520,125.18270,117.70897
2.46913,181.22743,125.42756,117.92678
2.50250,181.86746,125.88097,118.38744
2.53587,181.90667,125.92868,118.28942
2.56923,182.40598,126.26425,118.78350
2.60260,182.41911,126.26913,118.82428
2.63597,182.29876,126.33129,118.67232
2.66933,182.04750,126.09036,118.57300
2.70270,182.02665,125.97081,118.58712
2.73607,182.98886,126.68835,119.18639
2.76943,183.07091,126.74782,119.25463
2.80280,183.10025,126.74482,119.25655
2.83617,182.98934,126.80040,119.09733
2.86953,182.37799,126.35176,118.68785
2.90290,182.00962,126.28355,118.21848
2.93627,182.63154,126.32673,118.96245
2.96963,182.66642,126.00380,119.02874
3.00300,182.51190,126.50597,118.89874
3.03637,182.73237,126.47712,119.06724
3.06973,182.62985,126.54953,119.03907
3.10310,181.85817,126.09562,118.30584
3.13647,182.54136,126.29717,118.98192
3.16983,182.42361,126.29316,118.72194
3.20320,182.43129,126.41328,118.77467
3.23657,182.66472,126.54724,118.97825
3.26993,182.32000,126.47328,118.54536
