Timestamp,Red,Green,Blue
0.00000,193.06175,126.66948,109.21297
0.03337,193.07576,126.09109,109.69692
0.06673,192.53965,125.77512,109.16502
0.10010,191.91027,125.45280,108.83237
0.13347,192.58572,125.30495,109.59135
0.16683,191.98992,124.82094,109.25800
0.20020,191.25665,125.21707,108.53071
0.23357,191.16431,124.45357,108.64890
0.26693,191.86824,124.89702,109.23273
0.30030,191.43495,124.97596,108.74100
0.33367,191.80734,124.83463,109.34426
0.36703,191.36472,124.55918,108.93968
0.40040,191.32173,124.62883,108.79083
0.43377,190.85555,124.34335,108.41140
0.46713,191.11952,124.17298,108.73765
0.50050,190.74050,124.06093,108.17044
0.53387,191.07012,123.84024,108.62614
0.56723,191.00345,123.82676,108.53785
0.60060,190.77650,123.84197,108.35470
0.63397,191.28517,123.95787,108.91188
0.66733,190.87935,123.63925,108.51997
0.70070,191.03687,123.93868,108.45753
0.73407,191.09822,123.80721,108.50419
0.76743,191.03098,123.78233,108.66919
0.80080,190.46908,123.74332,107.99643
0.83417,190.95713,123.63940,108.67653
0.86753,190.48770,123.34924,108.32003
0.90090,190.25656,123.61365,108.06681
0.93427,190.11687,123.45107,107.76771
0.96763,189.74908,123.36790,107.50233
1.00100,188.32617,122.55013,106.40463
1.03437,184.78759,119.45086,103.98644
1.06773,181.72443,117.45183,102.13868
1.10110,181.29947,116.50755,102.22855
1.13447,182.37133,116.74377,102.93222
1.16783,183.69324,118.04290,103.46714
1.20120,185.83781,119.56942,104.97683
1.23457,187.16391,120.55541,105.86334
1.26793,187.89237,121.25435,106.23849
1.30130,187.80131,121.06587,106.17238
1.33467,186.80035,120.17534,105.46872
1.36803,186.61233,120.09486,104.95356
1.40140,186.81782,119.94105,105.43681
1.43477,186.86958,120.08932,105.30315
1.46813,186.58593,119.84804,105.25628
1.50150,186.17886,119.42308,104.93367
1.53487,185.52988,119.31599,104.48659
1.56823,185.01745,118.64739,104.00445
1.60160,185.24440,118.41951,104.38279
1.63497,186.62180,119.33262,105.27847
1.66833,187.53668,119.98825,105.60081
1.70170,187.74452,119.84764,105.90144
1.73507,187.28757,119.39126,105.38954
1.76843,185.92163,118.26193,104.32714
1.80180,185.25804,117.65991,103.77359
1.83517,185.11132,117.71401,103.57269
1.86853,184.19272,116.74336,102.94086
1.90190,184.33015,116.78537,103.12254
1.93527,184.30805,117.23531,102.91739
1.96863,185.04034,117.62495,103.55078
2.00200,185.04838,118.19119,103.25186
2.03537,186.82156,118.34468,105.08423
2.06873,186.81108,118.93637,104.75035
2.10210,187.26131,119.48763,105.37378
2.13547,187.77125,119.83979,105.68056
2.16883,187.81348,119.82132,105.57387
2.20220,186.32842,118.48664,104.78922
2.23557,184.15991,117.58041,103.37207
2.26893,182.93237,115.93922,103.17286
2.30230,182.04282,115.30078,102.44135
2.33567,181.11974,114.78282,101.63464
2.36903,181.13145,114.48261,101.60907
2.40240,181.33302,114.38020,101.77024
2.43577,181.87025,114.67007,101.70029
2.46913,182.80743,115.28927,102.40777
2.50250,183.70863,115.49995,102.93461
2.53587,184.82607,116.62292,103.59866
2.56923,185.50579,116.97754,104.08231
2.60260,186.26809,117.77273,104.52892
2.63597,186.41896,117.58061,104.68371
2.66933,186.90041,117.85601,104.76144
2.70270,187.10977,117.94278,105.12043
2.73607,186.79810,118.20556,104.49523
2.76943,187.15162,118.11063,105.01580
2.80280,187.19385,118.09696,105.01769
2.83617,187.29920,118.30915,105.04185
2.86953,187.34417,118.46998,104.93620
2.90290,187.34228,118.82964,104.86763
2.93627,187.39191,119.33304,104.63006
2.96963,187.97483,119.35926,105.28431
3.00300,187.85965,119.23729,105.22814
3.03637,188.70456,119.63308,105.86866
3.06973,188.11566,119.88580,105.20182
3.10310,188.65156,119.46778,105.86932
3.13647,188.93442,119.31363,106.31102
3.16983,188.32175,118.86830,105.68821
3.20320,188.37820,119.13295,105.51061
3.23657,188.31393,118.87143,105.51750
3.26993,189.02795,119.31559,106.02879
3.30330,188.66229,119.59666,105.38366
3.33667,189.17270,119.57893,106.09459
3.37003,188.87282,119.28818,105.82376
3.40340,188.56716,119.20026,105.68230
3.43677,188.08238,118.83526,105.45262
3.47013,188.70011,119.24492,105.98240
3.50350,188.45070,119.31135,105.47626
3.53687,188.51758,119.69092,105.54332
