Timestamp,Red,Green,Blue
0.00000,187.26120,118.83981,105.24821
0.03337,188.05476,119.42867,105.76974
0.06673,187.74694,119.48214,105.40468
0.10010,188.30801,119.58809,106.10812
0.13347,188.74476,119.64101,106.59933
0.16683,188.55629,119.45259,106.25839
0.20020,188.84765,119.93610,106.49529
0.23357,188.94367,119.78179,106.59350
0.26693,189.24510,120.06757,106.93063
0.30030,188.65354,119.92836,106.28478
0.33367,188.96475,120.06160,106.87260
0.36703,189.10262,120.08619,106.88444
0.40040,189.27369,120.42850,106.95938
0.43377,189.29214,120.27507,107.03063
0.46713,189.55129,120.51162,107.33560
0.50050,189.37034,120.76239,106.92725
0.53387,189.85425,120.82713,107.51605
0.56723,189.59538,120.85479,107.20647
0.60060,189.46179,120.75055,107.20416
0.63397,189.79410,120.74301,107.57659
0.66733,189.43261,120.50478,107.20800
0.70070,189.20167,120.65807,106.96610
0.73407,189.04343,120.52056,106.81037
0.76743,189.28448,120.68014,106.96250
0.80080,188.40047,120.10234,106.25215
0.83417,188.45224,119.99065,106.52523
0.86753,188.36146,120.06048,106.39676
0.90090,188.68371,120.39826,106.57389
0.93427,188.82580,120.53492,106.49668
0.96763,189.41193,120.93506,106.93562
1.00100,189.20291,120.64981,106.90344
1.03437,189.50558,120.64437,107.35474
1.06773,188.75234,120.32428,106.68468
1.10110,188.94210,120.28445,106.93898
1.13447,188.28595,119.81729,106.56010
1.16783,187.17083,119.35532,105.47136
1.20120,187.57066,119.41819,106.01640
1.23457,187.14477,119.32195,105.68002
1.26793,187.22106,119.62587,105.81970
1.30130,187.40022,119.72157,105.99188
1.33467,187.54691,119.93553,106.19680
1.36803,187.54485,120.02013,105.95470
1.40140,188.46489,120.63126,106.61799
1.43477,189.10928,121.14122,106.89449
1.46813,188.93313,121.02844,106.73333
1.50150,187.94764,120.31891,106.11295
1.53487,188.06953,120.40829,106.22761
1.56823,187.97480,120.29465,105.85487
1.60160,188.13365,120.25891,105.77659
1.63497,187.94236,120.10290,105.70117
1.66833,188.02971,120.05638,105.60164
1.70170,188.35377,120.23969,106.07973
1.73507,188.46410,120.25632,106.03251
1.76843,188.65379,120.45902,106.25502
1.80180,189.39710,120.96993,106.75275
1.83517,189.78410,121.28841,107.09776
1.86853,189.92028,121.55288,107.04012
1.90190,190.25570,121.73540,107.40879
1.93527,190.52285,122.06662,107.29908
1.96863,191.09491,122.01580,108.00045
2.00200,191.10423,121.74858,108.01038
2.03537,190.56474,121.93446,107.66415
2.06873,190.84443,121.90400,107.92750
2.10210,191.19782,122.11245,108.36661
2.13547,191.39563,122.47658,108.39954
2.16883,191.53048,122.51926,108.48028
2.20220,191.75738,122.90962,108.60707
2.23557,192.18357,123.38247,108.58039
2.26893,193.19099,123.85636,109.41156
2.30230,192.91750,123.64010,109.14835
2.33567,192.76785,123.67679,109.00361
2.36903,192.94168,123.70602,109.04880
2.40240,193.10808,123.74914,109.29173
2.43577,192.70371,123.51772,108.87830
2.46913,193.44821,123.80533,109.34548
2.50250,192.89386,123.32360,108.91890
2.53587,192.37026,123.06158,108.73627
2.56923,191.80697,122.58714,108.51605
2.60260,191.24456,122.07914,108.36654
2.63597,190.41337,121.53771,107.86319
2.66933,189.70061,121.04600,107.34454
2.70270,189.47841,120.97008,107.32798
2.73607,189.08067,120.72215,106.84109
2.76943,189.07892,120.57563,106.99633
2.80280,189.01253,120.47458,106.86315
2.83617,189.28992,120.63997,107.08363
2.86953,189.05466,120.48287,106.79599
2.90290,189.02897,120.59525,106.98890
2.93627,189.11633,120.43992,107.15983
2.96963,189.48545,120.31096,107.50720
3.00300,188.86268,120.06407,106.85402
3.03637,189.20195,120.07875,107.19126
3.06973,188.76688,119.66704,106.70669
3.10310,188.07462,119.31114,106.35316
3.13647,188.26721,119.19472,106.52094
3.16983,188.10834,119.07584,106.40595
3.20320,187.32567,118.88165,105.70768
3.23657,186.67778,118.29167,105.36796
3.26993,187.08714,118.75720,105.57345
3.30330,186.49594,118.49848,105.08275
3.33667,186.39210,118.21209,105.19846
3.37003,186.25819,118.04857,105.08923
3.40340,186.27353,118.07389,105.03741
3.43677,185.76989,117.59674,104.73305
3.47013,185.19948,117.23007,104.52074
3.50350,184.96055,117.15949,104.22294
3.53687,184.99896,117.05036,104.53657
3.57023,185.06923,117.05635,104.42901
3.60360,184.62932,116.73764,104.36267
3.63697,184.17958,116.26683,104.28701
3.67033,183.34161,115.79170,103.63533
3.70370,183.20090,115.77703,103.57702
3.73707,182.38251,115.24691,103.15355
3.77043,182.72467,115.59232,103.45445
3.80380,182.55554,115.51101,103.22603
3.83717,183.68633,116.22777,103.99127
3.87053,183.62761,116.50072,103.58848
3.90390,185.18340,117.06543,104.94626
3.93727,185.41509,117.03288,105.19915
3.97063,185.37849,117.70308,104.93794
4.00400,185.61438,117.82466,105.25411
4.03737,186.60547,118.54024,105.92183
4.07073,186.67303,118.89623,105.72147
4.10410,187.23151,119.03098,106.24233
4.13747,187.84937,119.54042,106.65525
4.17083,187.32109,119.43305,105.89018
4.20420,187.59976,119.57862,106.58250
4.23757,187.70599,119.54493,106.33858
4.27093,187.69182,119.69392,106.30567
4.30430,187.60168,119.49310,106.12796
4.33767,187.17205,119.20382,105.87646
4.37103,186.56865,118.79211,105.24430
4.40440,186.72850,118.57498,105.38231
4.43777,186.34830,118.19688,105.04703
4.47113,186.04981,117.97526,104.87352
4.50450,186.30035,118.01420,105.03535
4.53787,186.22395,118.08387,105.09692
4.57123,185.62281,117.82012,104.62285
4.60460,185.71331,117.77486,104.96960
4.63797,185.41222,117.43372,104.82524
4.67133,184.51538,116.97821,104.01609
4.70470,184.50226,116.92192,104.34259
4.73807,184.04019,116.59906,104.01550
4.77143,183.86479,116.51769,103.94160
4.80480,183.35008,116.24525,103.36926
4.83817,183.02939,116.00554,103.29089
4.87153,182.84207,115.63421,103.30564
4.90490,183.03078,115.47548,103.48908
4.93827,182.73172,115.42906,103.08131
4.97163,182.43900,115.25587,103.10420
5.00500,182.09618,115.03566,102.87483
5.03837,181.94155,115.10663,102.78864
5.07173,181.60364,114.71233,102.70494
5.10510,182.24916,115.08383,103.23575
5.13847,181.95318,115.03533,102.95743
5.17183,181.89394,114.77687,102.91111
5.20520,182.20362,115.31616,103.20101
5.23857,181.56853,115.05568,102.67499
5.27193,182.29487,115.42468,103.27043
5.30530,182.24858,115.40801,103.16260
5.33867,182.72598,115.80395,103.47927
